	val_loss	loss	lr
0	18118.884639616936	102201.80197993775	0.0010000000474974513
1	15703.14169606855	16310.715654704323	0.0010000000474974513
2	15417.467059391802	15443.838538599848	0.0010000000474974513
3	15339.11287172379	15279.624750273384	0.0010000000474974513
4	15262.593529485886	15204.34934650488	0.0010000000474974513
5	15076.438035534275	15085.59444529147	0.0010000000474974513
6	14943.66494455645	14894.645206826212	0.0010000000474974513
7	14841.500388524866	14781.710310554761	0.0010000000474974513
8	14646.791330645161	14646.068995520693	0.0010000000474974513
9	14549.59241641465	14483.37964360069	0.0010000000474974513
10	14521.591240339381	14416.601885830249	0.0010000000474974513
11	14500.04929015457	14383.430983449698	0.0010000000474974513
12	14472.133957073253	14373.257847987466	0.0010000000474974513
13	14460.650674143146	14347.026623485868	0.0010000000474974513
14	14456.133211525537	14335.328078997729	0.0010000000474974513
15	14443.727969590054	14324.145948119953	0.0010000000474974513
16	14448.240570396505	14314.324506592782	0.0010000000474974513
17	14450.732180359542	14311.578563993102	0.0010000000474974513
18	14430.464150705646	14306.073037148806	0.0010000000474974513
19	14439.427954889114	14288.908222840259	0.0010000000474974513
20	14423.54384030578	14273.322822909657	0.0010000000474974513
21	14411.035733786963	14261.328573193556	0.0010000000474974513
22	14402.009272093414	14246.912562825959	0.0010000000474974513
23	14396.011802755376	14234.958737277086	0.0010000000474974513
24	14397.89823798723	14231.261474280787	0.0010000000474974513
25	14394.135794690861	14230.63567909867	0.0010000000474974513
26	14425.29873361895	14238.757046233597	0.0010000000474974513
27	14414.213720178092	14220.910922516403	0.0010000000474974513
28	14379.899855090725	14225.443432978635	0.0010000000474974513
29	14370.293189264114	14196.55160666218	0.0010000000474974513
30	14358.899466565861	14182.246597146283	0.0010000000474974513
31	14368.342269405242	14166.228293499747	0.0010000000474974513
32	14348.540018061156	14160.522357103802	0.0010000000474974513
33	14332.069094422042	14155.322004069229	0.0010000000474974513
34	14322.210496471775	14126.319225532048	0.0010000000474974513
35	14323.035754788307	14105.878676238644	0.0010000000474974513
36	14342.571971606183	14089.1700283374	0.0010000000474974513
37	14295.940345682124	14097.08390025656	0.0010000000474974513
38	14301.711525537634	14082.593500273384	0.0010000000474974513
39	14300.23251638105	14074.534404441454	0.0010000000474974513
40	14279.316910282258	14053.400507602204	0.0010000000474974513
41	14281.06676327285	14031.602567978214	0.0010000000474974513
42	14282.20431157594	14016.62838576716	0.0010000000474974513
43	14259.782909106183	14013.162148805519	0.0010000000474974513
44	14278.78242607527	14007.835432789367	0.0010000000474974513
45	14266.749285954302	13994.231996025404	0.0010000000474974513
46	14336.225008400537	14001.13337372771	0.0010000000474974513
47	14307.538316952285	14002.928520356661	0.0010000000474974513
48	14250.830309139785	14003.697947772964	0.0010000000474974513
49	14254.00107106855	13975.417433809303	0.0010000000474974513
50	14254.230384744624	13965.143481083865	0.0010000000474974513
51	14253.139763944893	13957.524905629627	0.0010000000474974513
52	14230.020791330646	13946.269788862719	0.0010000000474974513
53	14239.402270245295	13930.46024089418	0.0010000000474974513
54	14226.15742607527	13924.230291312668	0.0010000000474974513
55	14215.130838373656	13908.86191563972	0.0010000000474974513
56	14230.640856014785	13914.090483838745	0.0010000000474974513
57	14234.085118447581	13927.250102519347	0.0010000000474974513
58	14239.509513608871	13905.655373328145	0.0010000000474974513
59	14213.861328125	13900.806128028264	0.0010000000474974513
60	14232.656081989247	13885.126599564686	0.0010000000474974513
61	14206.085905997983	13871.822737476867	0.0010000000474974513
62	14209.389837449597	13870.161741356831	0.0010000000474974513
63	14215.44485047043	13860.690507234185	0.0010000000474974513
64	14197.47342279906	13846.35865736457	0.0010000000474974513
65	14205.91786374328	13830.474384621046	0.0010000000474974513
66	14197.290175571237	13820.288987582015	0.0010000000474974513
67	14209.049384660619	13811.451593781545	0.0010000000474974513
68	14213.97990171371	13819.43710832352	0.0010000000474974513
69	14200.63270749328	13884.816746666807	0.0010000000474974513
70	14221.709561911963	13854.929239306444	0.0010000000474974513
71	14305.74557921707	13937.233380036592	0.0010000000474974513
72	14199.129903813844	13878.88519804635	0.0005000000237487257
73	14182.615885416666	13793.029994795172	0.0005000000237487257
74	14174.840589297715	13753.34040629206	0.0005000000237487257
75	14174.431451612903	13739.663924493187	0.0005000000237487257
76	14171.336977066532	13731.050446090596	0.0005000000237487257
77	14177.696100050403	13720.646575065191	0.0005000000237487257
78	14173.557953209005	13713.72015898385	0.0005000000237487257
79	14175.800340221775	13709.396279336306	0.0005000000237487257
80	14173.109868531586	13705.826081184809	0.0005000000237487257
81	14177.031376008064	13699.964340353717	0.0005000000237487257
82	14172.470220094086	13672.55279746383	0.0002500000118743628
83	14176.68437079973	13668.244345663694	0.0002500000118743628
84	14178.766349546371	13664.277250431107	0.0002500000118743628
85	14175.721952704973	13662.205540776413	0.0002500000118743628
86	14177.937226982527	13660.399833340343	0.0002500000118743628
87	14177.15877016129	13644.94852345853	0.0001250000059371814
88	14179.117229502688	13643.53255252145	0.0001250000059371814
89	14178.823252688173	13641.599810470643	0.0001250000059371814
90	14181.353883148522	13640.653902569818	0.0001250000059371814
91	14181.074754284275	13640.078847892833	0.0001250000059371814
92	14181.44171076949	13632.395612960549	6.25000029685907e-05
93	14181.507686491936	13631.252524867514	6.25000029685907e-05
94	14182.106403309812	13630.552676543573	6.25000029685907e-05
95	14181.643827704973	13629.942127828483	6.25000029685907e-05
96	14182.220251596102	13629.106701610868	6.25000029685907e-05
