	val_loss	loss	lr
0	90102.27839052287	207347.95920138888	0.0010000000474974513
1	82223.89884599674	83306.27910539215	0.0010000000474974513
2	81453.9560866013	81299.23284313726	0.0010000000474974513
3	81229.24453635621	80859.01480800654	0.0010000000474974513
4	81113.89026756537	80682.99121732026	0.0010000000474974513
5	81064.36320465687	80584.19219771241	0.0010000000474974513
6	80875.84277982026	80537.06857638889	0.0010000000474974513
7	80222.87755310457	80398.98907271241	0.0010000000474974513
8	78447.68663194444	79032.04136029411	0.0010000000474974513
9	77494.45950776144	77687.50403390524	0.0010000000474974513
10	77296.07184436274	77122.82942708333	0.0010000000474974513
11	77226.49111519608	76784.68637663398	0.0010000000474974513
12	76844.01766748365	76661.26399101307	0.0010000000474974513
13	76738.2085375817	76299.19934640524	0.0010000000474974513
14	76592.01363357843	76075.85467728759	0.0010000000474974513
15	76479.1508374183	75770.56352124183	0.0010000000474974513
16	76183.20623978759	75508.5252757353	0.0010000000474974513
17	76168.11203022876	75334.20833333333	0.0010000000474974513
18	75908.45041870915	75181.78339460785	0.0010000000474974513
19	75607.79861111111	74920.40604575163	0.0010000000474974513
20	75510.04692606209	74712.83078022876	0.0010000000474974513
21	75963.79105392157	74551.89195261437	0.0010000000474974513
22	79545.37551062091	77050.78104575163	0.0010000000474974513
23	85513.57010825163	85094.60738357843	0.0010000000474974513
24	79260.84461805556	81358.58374183007	0.0010000000474974513
25	76933.0733762255	77413.28278186274	0.0010000000474974513
26	76505.2319750817	75867.83731617648	0.0005000000237487257
27	76254.82649101307	75347.68321078431	0.0005000000237487257
28	75870.66651348039	75085.81773386437	0.0005000000237487257
29	75778.48754084967	74797.62663398693	0.0005000000237487257
30	75533.98708129085	74569.9915236928	0.0005000000237487257
31	75396.32291666667	74186.63025939543	0.0002500000118743628
32	75329.1688623366	74033.44786560457	0.0002500000118743628
33	75216.74530228759	73902.87096609476	0.0002500000118743628
34	75131.47084354576	73813.16738153595	0.0002500000118743628
35	75071.61325571896	73698.38117851307	0.0002500000118743628
36	75052.39486315359	73606.14956086602	0.0002500000118743628
37	74953.16385825163	73531.3852124183	0.0002500000118743628
38	74878.79856004902	73442.36095792483	0.0002500000118743628
39	74907.25791462418	73385.81362336602	0.0002500000118743628
40	74851.0655637255	73318.01041666667	0.0002500000118743628
41	74773.59277982026	73246.32082312091	0.0002500000118743628
42	74768.05688316993	73194.6063112745	0.0002500000118743628
43	74705.12852328431	73173.87254901961	0.0002500000118743628
44	74661.23478349674	73121.75776143791	0.0002500000118743628
45	74663.07005718954	73064.82700163398	0.0002500000118743628
46	74625.90533088235	73032.43607026144	0.0002500000118743628
47	74602.00822099674	72998.99795751635	0.0002500000118743628
48	74639.86555351307	72970.59778390524	0.0002500000118743628
49	74589.71589052287	72939.66038602941	0.0002500000118743628
50	74525.32735906863	72913.13061683007	0.0002500000118743628
51	74535.85963031046	72861.19370404411	0.0002500000118743628
52	74484.56229575163	72854.8960375817	0.0002500000118743628
53	74457.39042075163	72819.50975285948	0.0002500000118743628
54	74507.06883169935	72767.20087826798	0.0002500000118743628
55	74517.27558210785	72779.77440767974	0.0002500000118743628
56	74599.95761846405	72742.91942401961	0.0002500000118743628
57	74672.61039624183	72747.22937091504	0.0002500000118743628
58	74546.40374795752	72768.51302083333	0.0002500000118743628
59	74438.90737336602	72577.4729370915	0.0001250000059371814
60	74450.24555759804	72496.742749183	0.0001250000059371814
61	74474.85248161765	72489.55381944444	0.0001250000059371814
62	74419.13623366013	72469.12030228759	0.0001250000059371814
63	74420.70317606209	72456.61805555556	0.0001250000059371814
64	74424.41237745098	72439.9638991013	0.0001250000059371814
65	74402.73330269608	72452.18520220589	0.0001250000059371814
66	74417.32853349674	72429.04156454248	0.0001250000059371814
67	74370.13868464052	72397.98268995098	0.0001250000059371814
68	74400.21226511437	72383.203125	0.0001250000059371814
69	74410.12545955883	72377.27323325163	0.0001250000059371814
70	74423.03456903595	72364.48289419935	0.0001250000059371814
71	74406.98396650326	72360.06055964052	0.0001250000059371814
72	74423.01797385621	72336.62668504902	0.0001250000059371814
73	74389.46869893791	72267.53400735294	6.25000029685907e-05
74	74394.66319444444	72256.58011642157	6.25000029685907e-05
75	74394.06638071896	72250.55116421569	6.25000029685907e-05
76	74365.7481617647	72245.66217320261	6.25000029685907e-05
77	74388.13776552287	72232.83670343137	6.25000029685907e-05
78	74377.6580882353	72229.2788500817	6.25000029685907e-05
79	74391.35181781046	72216.89108455883	6.25000029685907e-05
80	74377.54559844772	72209.37969771241	6.25000029685907e-05
81	74381.62877859476	72200.5397263072	6.25000029685907e-05
82	74390.74678308824	72163.29033905228	3.125000148429535e-05
83	74385.55519812091	72157.8887867647	3.125000148429535e-05
84	74388.40762867648	72152.09655841504	3.125000148429535e-05
85	74384.07853349674	72148.30320669935	3.125000148429535e-05
86	74378.39593545752	72145.0282373366	3.125000148429535e-05
87	74407.37357026144	72128.5210375817	1.5625000742147677e-05
88	74404.27982026144	72125.44980596405	1.5625000742147677e-05
89	74396.34170751635	72121.52839052287	1.5625000742147677e-05
90	74399.07541870915	72118.58639705883	1.5625000742147677e-05
91	74396.09768178104	72116.53758169935	1.5625000742147677e-05
92	74391.69270833333	72106.96701388889	7.812500371073838e-06
93	74395.36856617648	72106.0281862745	7.812500371073838e-06
94	74396.96343954248	72105.64021650326	7.812500371073838e-06
95	74396.93612132352	72103.62122140524	7.812500371073838e-06
96	74389.43734681372	72102.51940359476	7.812500371073838e-06
