0	1	sampleID
-1.6772782	-1.7352253	ARK_CAH143
1.107894	-2.2720344	ARK_CAH144
-0.47066236	-2.3672078	ARK_CAH156
-0.98689985	-2.2999709	ARK_CAH163
0.05506611	-2.958577	FLA_FL28W
0.13390476	-2.7986271	FLA_FL30W
-0.14259133	-3.5056841	FLA_FLWN26
-1.1236541	-3.5954394	FLA_FLWN27
0.17380507	-3.2135	FLA_FLWN29
-0.94471276	-3.1494184	FLA_FLWN33
-0.8669989	-3.2957547	FLA_PB52307
-1.6662496	-2.930866	FLA_PB52314
-3.7260036	-3.1392446	FLA_PB52315
-0.25853515	-3.140881	FLA_PB52329
0.67884505	-0.954594	FLA_PB52330
-0.14805931	-2.1529753	FLA_PB52335
-0.95560217	-2.7766783	GUA_DHB4503
1.9828737	-1.4149009	GUA_DHB4507
1.4839463	-1.3518004	GUA_DHB4551
-0.041035682	-2.3180282	GUA_JK02010
5.091091	-2.527332	GUA_JK02015
-3.112578	-2.9697585	HON_JK00031
-0.3599957	-2.8731337	JAL_KSW3233
-3.8131385	-3.057755	JAL_KSW3254
0.2419495	-2.9244857	JAL_KSW3273
1.1579716	-1.7785957	KNS_JK04545
-1.1325139	-1.5724723	KNS_SAR7994
-0.39155906	-2.207675	KNS_SAR7995
0.43722618	-2.2113023	KNS_SAR7996
-0.46791536	-2.630393	LOU_CAH097
-0.36835945	-3.2483242	LOU_CAH098
0.40558866	-3.396977	LOU_CAH100
-1.563303	-2.0628371	LOU_CAH140
-0.9246852	-2.13717	LOU_JK04540
-0.9042384	-2.8484175	NCL_PB65637
0.21744037	-3.3154	NCL_PB65639
-2.6763592	-3.2241173	NCL_PB65648
-2.302913	-1.5687075	NCL_PB65655
-0.48531348	-3.083536	NCL_PB65658
-1.205692	-2.427312	OAX_ASJ90
4.3962507	-2.9718451	OAX_DHB5578
1.8729612	-2.1490848	OAX_DHB5582
-1.2432246	-2.9140213	OAX_DHB5715
-1.2663202	-0.88554686	OAX_JMD069
-0.08408821	-2.706164	OKL_CAH081
-1.9610485	-0.44808257	OKL_CAH090
-0.7043108	-0.1395576	OKL_JK04554
-0.6965237	-3.0194023	OKL_JMD369
-1.2607251	-1.5210403	QUI_GLS10
-4.2234297	-2.80351	QUI_GLS172
1.2856786	-1.8415406	QUI_GLS23
-0.8598586	-1.6859487	QUI_MGL19
0.8295927	-2.719364	QUI_PEP2969
4.8333187	-2.612809	SCL_PB65537
-2.1267061	-2.6685846	SCL_PB65545
0.481942	-2.1265006	SCL_PB65556
-2.5820422	-2.755627	SCL_PB65557
-2.5428922	-2.1972406	SCL_PB65564
2.56128	-2.5346215	SIN_CSW7732
1.9884752	-1.7057292	SIN_CSW7736
0.6522691	-1.6008182	SIN_CSW7737
8.927631	-2.6794736	SIN_CSW7763
0.4349449	-1.8829435	SIN_EAG016
1.5614761	-2.293011	SIN_EAG024
0.051112007	-2.1478913	SIN_EAG032
-1.1167793	-2.6703026	SIN_RCF2610
1.4300425	-2.1952195	TAB_CAM318
-1.6292852	-2.2560718	TEX_BTS05071
-2.992468	-3.0991962	TEX_CAH087
-0.6752519	4.7149706	TEX_CAH146
0.68495566	-3.3936756	TEX_CAH149
1.296861	-2.511429	TEX_CAH153
1.6509228	-1.3870728	TEX_CAH155
-0.8961111	-1.650565	TEX_CAH161
2.8301451	0.83850664	TEX_CAH162
-0.7874084	-1.2244837	TEX_CAH170
-1.603729	-0.0038467646	TEX_CAH177
-0.826257	-1.1839695	TEX_JK04518
0.22588176	-2.691567	TEX_JK04519
0.41933352	-2.526443	TEX_JK04563
-1.8472923	-2.7189577	VCZ_TUX1094
-2.3805685	-2.6577635	VCZ_TUX1107
1.5797752	-3.019561	VCZ_TUX1402
-0.3909752	-1.8717372	VCZ_TUX204
-1.6694709	-2.9918587	YUC_BRB849
0.4965112	-2.8827167	YUC_BRB875
4.4332337	-2.6156356	YUC_BRB878
-1.025255	-3.29153	YUC_BRB883
-0.97013044	-3.4550488	YUC_BRB893
-1.2685132	-2.3899956	YUC_BRB928
1.5027449	-3.5300019	YUC_BRB941
-0.59303766	-2.0698247	YUC_BRB942
-2.6642964	-3.1735344	YUC_CAM013
-0.7791504	-1.9857959	YUC_CAM109
2.737872	-2.4330459	YUC_CAM31
