0	1	sampleID
3.1645803	6.6562715	HGDP01201
0.9923572	11.006624	HGDP00479
2.6368446	6.884252	HGDP01408
-3.8525677	10.972694	HGDP00471
2.6521263	6.106197	HGDP01411
2.6987123	6.8529115	HGDP00937
-2.809943	-6.5793853	HGDP01189
1.0488952	10.297208	HGDP01094
1.183708	10.222744	HGDP00469
0.76457316	9.932303	HGDP00475
8.699889	1.9663936	HGDP01368
1.1589564	10.151286	HGDP00473
2.3684773	6.1754913	HGDP01405
1.2678859	10.822725	HGDP00470
0.339352	9.69966	HGDP00458
3.1058414	7.5782576	HGDP00904
3.1695235	6.7629995	HGDP01200
1.2481014	11.1390705	HGDP00452
1.2912166	9.509923	HGDP00459
3.4464612	7.0068097	HGDP00914
2.8706882	6.8269453	HGDP00942
2.2994921	7.568702	HGDP01031
2.8838508	6.677707	HGDP00944
2.603401	6.319948	HGDP01406
-0.7014428	-6.4285374	HGDP01216
3.3636153	7.2859907	HGDP00907
3.056632	6.6593237	HGDP01202
2.6427636	6.283306	HGDP00908
2.9527128	6.857329	HGDP00940
3.0465715	7.0493803	HGDP00911
1.3938289	11.4877405	HGDP00464
2.6603422	6.9758897	HGDP00929
0.9595155	12.014186	HGDP00986
-0.12530237	-5.3833323	HGDP01244
2.5292587	6.1591797	HGDP00941
3.0816402	6.7008	HGDP00934
-2.8790772	10.568728	HGDP00462
1.2534133	10.751597	HGDP00453
2.79349	6.73487	HGDP00935
2.7468839	6.300128	HGDP00943
2.5781186	6.9118605	HGDP01412
3.5948176	-2.6280406	HGDP01243
3.9035566	-2.3573835	HGDP01299
6.3673067	-9.853792	HGDP00845
1.430336	5.959932	HGDP00994
2.9976192	6.789237	HGDP01283
1.6564279	7.516609	HGDP00993
3.1739154	6.46489	HGDP00918
0.55951	9.927893	HGDP00985
2.9266648	7.029628	HGDP00910
3.8223503	-0.007297648	HGDP00135
4.014402	-0.14890756	HGDP00214
0.55237025	-2.391447	HGDP00655
-1.6814045	-6.342202	HGDP01096
0.94410294	10.786097	HGDP00472
-4.064517	10.495019	HGDP00450
2.986386	6.8272276	HGDP00905
3.419247	-2.1035984	HGDP01298
-2.3672073	-6.3298945	HGDP00715
-1.6250676	-5.2388263	HGDP00711
3.3822126	-2.2985857	HGDP00103
3.8651664	-0.97284186	HGDP00359
0.014806246	-2.3759499	HGDP00788
3.9011896	-0.21925342	HGDP00136
0.4579727	-1.964381	HGDP00541
2.9576485	7.0416846	HGDP01285
-0.0014976058	-2.4540355	HGDP00491
3.1302874	-3.075358	HGDP00105
3.332905	-2.2637396	HGDP00127
0.62540835	-1.9020394	HGDP00547
-5.008313	11.827952	HGDP00463
3.8660805	-4.993885	HGDP00703
5.017961	1.848543	HGDP00580
1.8330096	2.5247645	HGDP00130
2.9356241	-0.84700805	HGDP00167
4.60947	2.747388	HGDP00576
4.5516396	0.8122799	HGDP01385
0.45640615	-2.2365472	HGDP00662
4.4519906	-3.0546799	HGDP00948
3.5090501	-0.61472785	HGDP00005
3.5529535	-0.54395413	HGDP00163
4.327524	-1.2629746	HGDP00346
5.4117856	2.491737	HGDP00609
5.253763	4.144076	HGDP01257
4.8408875	2.764922	HGDP00608
0.38415644	-2.4652326	HGDP00544
-1.9687686	-6.052905	HGDP00714
1.7026813	1.846005	HGDP00057
4.1268315	-0.82692367	HGDP00213
3.4772024	-0.033567347	HGDP00165
3.3845167	-2.1759884	HGDP01300
2.8039916	6.786409	HGDP00931
1.0040287	10.07437	HGDP00466
4.653604	-1.3876857	HGDP00279
1.2759562	-6.0546556	HGDP00945
3.9847891	-0.08659903	HGDP00056
4.932772	-6.89454	HGDP01050
4.806473	-1.5503827	HGDP00288
5.1932507	2.295586	HGDP00562
5.784008	0.049379203	HGDP01396
5.6066117	-7.444042	HGDP01009
5.2850337	0.73897314	HGDP01383
4.121458	-1.42665	HGDP00341
5.8926663	-8.158862	HGDP01013
0.3640925	-1.9242893	HGDP00543
1.094305	-6.132597	HGDP00947
4.4045734	2.5480542	HGDP00723
-4.2985077	11.996363	HGDP00467
0.12858842	-2.1346192	HGDP00545
5.777391	4.1889052	HGDP00610
3.3909864	-0.07005583	HGDP00001
4.5109363	-0.7485934	HGDP00218
2.6881728	6.97652	HGDP00933
5.0283027	-6.3627057	HGDP00856
3.359909	0.055720717	HGDP00062
1.0211303	10.240497	HGDP01086
5.7869153	-8.128199	HGDP00710
-2.1582131	-6.45833	HGDP01192
4.135357	0.1844513	HGDP00009
2.8646393	7.052289	HGDP00924
0.41564554	-2.0363302	HGDP00550
2.7510262	7.4204645	HGDP00920
-0.942131	-6.6118298	HGDP01225
3.4156091	7.138486	HGDP00925
2.9079053	7.1208944	HGDP00938
-4.543619	11.154943	HGDP00478
2.5260155	6.657331	HGDP00939
5.6094704	4.965957	HGDP01256
4.9229913	2.2291088	HGDP00724
5.3233924	2.8266246	HGDP00726
7.3192496	-10.276652	HGDP00837
-1.6685767	-6.1581945	HGDP01190
0.48463455	-1.8354158	HGDP00555
-5.141206	11.011991	HGDP01029
3.2720737	-1.6765774	HGDP00118
-2.915224	9.405575	HGDP01081
2.6668427	6.4133306	HGDP01415
2.4868352	6.144874	HGDP01418
5.704144	-7.218386	HGDP01043
6.88263	-9.979455	HGDP00843
2.023487	6.1828303	HGDP01419
-4.221101	10.889552	HGDP00992
4.4629	-4.8344355	HGDP00877
-1.685536	-6.404754	HGDP00781
2.8712282	6.694905	HGDP00926
-1.4567226	-6.2667074	HGDP00782
5.5475693	4.474834	HGDP01255
0.6603341	10.01064	HGDP00460
-1.1754019	-6.1981797	HGDP01245
4.8343487	-6.158847	HGDP01037
2.860135	6.1449723	HGDP00930
-1.9101684	-6.456938	HGDP00820
0.05980563	-5.567724	HGDP01214
4.7703443	-1.2607574	HGDP00319
-0.72924495	-5.9490395	HGDP01186
